Name,Basename,Release Date,Age Rating,Single Player,Multi Player,Franchise
Disney Art Academy,disney-art-academy,12/05/2016,,1,0,
Trade & Battle: Card Hero,trade-amp-battle-card-hero,00/00/2000,,,,
EVE Online,eve-online,05/05/2003,ESRB-T,0,1,
World Championship Cards,world-championship-cards,17/04/2008,ESRB-E,,,
Code of Princess,code-of-princess,18/04/2012,ESRB-T,1,1,
Capcom Fighting Evolution,capcom-fighting-evolution,30/09/2004,ESRB-T,1,1,
Mobile Suit Gundam: Crossfire,mobile-suit-gundam-crossfire,10/11/2006,ESRB-T,1,0,
Godzilla (2015),godzilla-2015,00/00/2015,,,,
SD Gundam GNext,sd-gundam-gnext,00/00/1995,,,,
Backyard NFL Football 2006,backyard-nfl-football-2006,00/00/2005,,,,
Sloane to MacHale no Nazo no Monogatari,sloane-to-machale-no-nazo-no-monogatari,00/00/2009,,,,
Skyborn,skyborn,20/02/2014,,1,0,
Sengoku Basara 2 Heroes,sengoku-basara-2-heroes,28/11/2007,,,,
Buzz!: The Schools Quiz,buzz-the-schools-quiz,00/00/2008,,,,
Suikoden Tactics,suikoden-tactics,21/09/2005,ESRB-T,1,0,
Pillars of Eternity II: Deadfire,pillars-of-eternity-ii-deadfire,07/05/2018,ESRB-M,1,1,
Phantasy Star Online,phantasy-star-online,20/12/2000,ESRB-T,1,1,
Secret Of Magia,secret-of-magia,20/08/2015,,1,0,
Crazy Taxi 3: High Roller,crazy-taxi-3-high-roller,23/07/2002,ESRB-T,1,0,
International Superstar Soccer 2000,international-superstar-soccer-2000,31/12/1999,ESRB-E,1,1,
FEMINAZI: The Triggering,feminazi-the-triggering,19/02/2017,,1,0,
CandyLand / Chutes & Ladders / Memory,candyland,00/00/2005,,,,
Kung Fu Rider,kung-fu-rider,31/08/2010,,1,1,
The Bible Game,the-bible-game,22/10/2005,ESRB-E,1,1,The Bible
Drift King Shutokou Battle '94,drift-king-shutokou-battle-94,00/00/1994,,,,
Shining Blade,shining-blade,00/00/2012,,,,
Volgarr the Viking,volgarr-the-viking,12/09/2013,,1,0,
Hard West,hard-west,03/11/2015,PEGI-16,1,0,
Job Simulator,job-simulator,00/00/2016,,,,
The Ultimate Red Ball Challenge,the-ultimate-red-ball-challenge,00/00/2009,,,,
PBR: Out of the Chute,pbr-out-of-the-chute,00/00/2008,,,,
The King of Fighters Collection: The Orochi Saga,the-king-of-fighters-collection-the-orochi-saga,00/00/2008,,,,
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,jikkyou-powerful-pro-yakyuu-10-chou-ketteiban-2003-memorial,00/00/2003,,,,
Port Royale 3,port-royale-3,00/00/2012,,,,
Tiny Bridge: Ratventure,tiny-bridge-ratventure,07/05/2015,,1,0,
STARUSHKO LUB,starushko-lub,23/10/2016,,1,0,
We Sing Robbie Williams,we-sing-robbie-williams,11/11/2010,,1,1,
Enchanted Arms,enchanted-arms,11/01/2006,ESRB-T,1,1,
Saturday Night Speedway,saturday-night-speedway,10/04/2004,,,,
Langrisser III,langrisser-iii,17/10/1996,,,,
Samurai Spirits (CD),samurai-spirits-cd,00/00/1994,,,,
Earth Defense Force 4.1: The Shadow of New Despair,earth-defense-force-41-the-shadow-of-new-despair,00/00/2016,,,,
Eagle Flight,eagle-flight,17/10/2016,ESRB-E10,1,1,
Dwarfs!?,dwarfs,02/04/2011,,1,0,
Pitfall: The Lost Expedition,pitfall-the-lost-expedition,17/02/2004,ESRB-E,1,1,
Deal or No Deal: The Banker is Back,deal-or-no-deal-the-banker-is-back,00/00/2008,,,,
Rocket Power: Zero Gravity Zone,rocket-power-zero-gravity-zone,03/09/2003,ESRB-E,1,0,
Le Mans 24 Hours,le-mans-24-hours,00/00/2001,,,,
ESPN MLB Baseball,espn-mlb-baseball,29/02/2004,ESRB-E,1,1,
Divekick,divekick,19/08/2013,ESRB-T,1,1,
All Star Pro Wrestling,all-star-pro-wrestling,07/07/2000,,,,
Dragon Ball Z: Harukanaru Densetsu,dragon-ball-z-harukanaru-densetsu,20/03/2007,ESRB-E,1,0,
Dark Messiah of Might and Magic: Elements,dark-messiah-of-might-and-magic-elements,11/02/2008,ESRB-M,1,1,
Wizards of Waverly Place: Spellbound,wizards-of-waverly-place-spellbound,15/12/2010,,,,
Shaun White Skateboarding,shaun-white-skateboarding,23/10/2010,PEGI-3,1,1,
WRC: FIA World Rally Championship,wrc-fia-world-rally-championship,06/10/2010,PEGI-3,1,1,
Harvest Moon: More Friends of Mineral Town,harvest-moon-more-friends-of-mineral-town,11/12/2003,ESRB-E,1,0,
Infinite Space,infinite-space,10/06/2009,ESRB-T,1,1,
DanceMasters,dancemasters,03/12/2010,,,,
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,mobile-suit-gundam-side-story-ii-aoi-o-uketsugu-mono,00/00/1996,,,,
Black Panther 2: Yakuza Ashura Chapter,black-panther-2-yakuza-ashura-chapter,00/00/2012,,,,
Just Dance: Greatest Hits,just-dance-greatest-hits,00/00/2012,,,,
DarkStar One: Broken Alliance,darkstar-one-broken-alliance,17/06/2008,PEGI-12,1,0,
7th Dragon 2020,7th-dragon-2020,22/11/2011,,1,0,
Dragon Ball: Revenge of King Piccolo,dragon-ball-revenge-of-king-piccolo,22/07/2009,ESRB-E10,1,1,
Taiko no Tatsujin: Waku Waku Anime Matsuri,taiko-no-tatsujin-waku-waku-anime-matsuri,00/00/2003,,,,
Dead to Rights II,dead-to-rights-ii,11/04/2005,ESRB-M,,,
Super Dodge Ball Advance,super-dodge-ball-advance,20/03/2001,ESRB-E,1,1,
Ogre Battle Saga Episode Five: The March of the Black Queen,ogre-battle-saga-episode-five-the-march-of-the-black-queen,00/00/1997,,,,
Apache: Air Assault,apache-air-assault,00/00/2010,,,,
"Ni Hao, Kai-lan: New Year's Celebration"," kai-lan new years celebration""",00/00/2009,,,,
Body and Brain Connection,body-and-brain-connection,19/11/2010,ESRB-E,1,1,
HardCube,hardcube,29/06/2016,ESRB-E,1,0,
MDK,mdk,31/12/1996,ESRB-T,1,0,
Russian Horror Story,russian-horror-story,01/11/2015,,1,0,
Speed Punks,speed-punks,30/03/2000,ESRB-E,1,1,
3rd Super Robot Wars Z: Tengoku-Hen,3rd-super-robot-wars-z-tengoku-hen,00/00/2015,,,,
Cabela's Survival: Shadows of Katmai,cabelas-survival-shadows-of-katmai,00/00/2011,,,,
The Legend of Heroes: Ao no Kiseki,the-legend-of-heroes-ao-no-kiseki,28/09/2011,,1,0,
Earth Defense Force: Insect Armageddon,earth-defense-force-insect-armageddon,04/07/2011,ESRB-T,1,1,
NCAA Final Four 2004,ncaa-final-four-2004,00/00/2003,ESRB-E,,,
Body Harvest,body-harvest,19/10/1996,ESRB-T,1,0,
Famista 64,famista-64,00/00/2000,,,,
Gothic,gothic,14/03/2001,ESRB-T,1,0,
Gothic II,gothic-ii,28/11/2002,ESRB-M,1,0,
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,j-league-pro-soccer-club-o-tsukurou-7-euro-plus,00/00/2011,,,,
Magical Tetris Challenge,magical-tetris-challenge,13/01/1999,ESRB-E,1,1,
Phantasy Star Universe,phantasy-star-universe,30/08/2006,ESRB-T,1,1,
Rise of Nightmares,rise-of-nightmares,05/09/2011,ESRB-M,1,0,
Roadsters 99,roadsters-99,00/00/1999,,,,
San Francisco Rush 2049,san-francisco-rush-2049,31/12/1998,ESRB-E,1,1,
Snowboard Kids,snowboard-kids,11/12/1997,ESRB-E,1,1,
Super Robot Taisen 64,super-robot-taisen-64,28/11/1999,,,,
Twisted Edge Extreme Snowboarding,twisted-edge-extreme-snowboarding,09/11/1998,ESRB-E,1,1,
IHRA Drag Racing 2004,ihra-drag-racing-2004,00/00/2003,ESRB-E,,,
Treasure World,treasure-world,01/08/2009,ESRB-E,,,
Alien Breed: Impact,alien-breed-impact,15/12/2009,ESRB-M,1,1,
Shining Hearts,shining-hearts,00/00/2010,,,,
SingStar: Back to the 80s,singstar-back-to-the-80s,27/10/2011,,1,1,
Sid Meier's Pirates!,sid-meiers-pirates,30/12/1987,,1,0,
Cabela's North American Adventures,cabelas-north-american-adventures,13/09/2010,ESRB-T,1,0,
Jissen Pachi-Slot Hisshouhou! Aladdin A,jissen-pachi-slot-hisshouhou-aladdin-a,00/00/2002,,,,
Nobunaga no Yabou: Reppuuden,nobunaga-no-yabou-reppuuden,00/00/1999,,,,
Snowman,snowman,26/01/2017,,1,0,
The Room Two,the-room-two,11/12/2013,PEGI-7,1,0,
Treasure Hunter G,treasure-hunter-g,23/05/1996,,1,0,
Wing Arms,wing-arms,28/09/1995,,1,0,
Marvel Super Hero Squad: Comic Combat,marvel-super-hero-squad-comic-combat,14/11/2011,ESRB-E10,1,0,Marvel Super Hero Squad
Space Pilgrim Episode I: Alpha Centauri,space-pilgrim-episode-i-alpha-centauri,20/12/2015,,1,0,
Full Mojo Rampage,full-mojo-rampage,03/04/2014,PEGI-12,1,1,
Pro Yakyuu Spirits 2013,pro-yakyuu-spirits-2013,00/00/2013,,,,
Record of Agarest War,record-of-agarest-war,26/09/2007,ESRB-T,1,1,
Ridge Racer 6,ridge-racer-6,21/11/2005,ESRB-E,1,1,
The Cheetah Girls: Passport To Stardom,the-cheetah-girls-passport-to-stardom,18/08/2008,,1,0,
Just Hero,just-hero,27/09/2016,,1,0,
Namco Museum Vol.4,namco-museum-vol4,00/00/1997,,,,
Neighborhood Games,neighborhood-games,11/01/2009,ESRB-E,1,0,
Atelier Shallie: Alchemists of the Dusk Sea,atelier-shallie-alchemists-of-the-dusk-sea,25/06/2014,ESRB-E10,1,0,
God Eater Resurrection,god-eater-resurrection,28/10/2015,PEGI-12,1,1,
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,teenage-mutant-ninja-turtles-3-mutant-nightmare,31/10/2005,ESRB-T,1,1,Teenage Mutant Ninja Turtles
Gladius,gladius,27/10/2003,ESRB-T,1,1,
CSI: Unsolved,csi-unsolved,22/11/2010,,,,
Untold Legends: Dark Kingdom,untold-legends-dark-kingdom,16/11/2006,ESRB-T,1,1,
Soldier of Fortune: Payback,soldier-of-fortune-payback,12/11/2007,ESRB-M,1,1,
Arcana Heart 3,arcana-heart-3,21/12/2009,,1,1,
Avorion,avorion,22/01/2017,ESRB-RP,1,1,
Pro Yakyuu Spirits 2012,pro-yakyuu-spirits-2012,28/04/2012,,,,
The Walking Dead: Michonne,the-walking-dead-michonne,22/02/2016,ESRB-M,1,0,
Nanoborg,nanoborg,00/00/2016,,,,
Taiko no Tatsujin: Go! Go! Godaime,taiko-no-tatsujin-go-go-godaime,00/00/2004,,,,
Taiko Drum Master,taiko-drum-master,00/00/2004,,,,
Bust-A-Move 2 Arcade Edition,bust-a-move-2-arcade-edition,00/00/1996,,,,
Bleach: The 3rd Phantom,bleach-the-3rd-phantom,25/06/2008,ESRB-T,1,0,
Solatorobo: Red the Hunter,solatorobo-red-the-hunter,27/10/2010,ESRB-E10,1,1,
Tetris Worlds: Online Edition,tetris-worlds-online-edition,00/00/2003,,,,
Forgotten Realms: Demon Stone,forgotten-realms-demon-stone,15/11/2004,ESRB-T,1,0,
Super Baseball Simulator 1.000,super-baseball-simulator-1000,00/00/1991,,,,
Looney Tunes: Space Race,looney-tunes-space-race,16/11/2000,ESRB-E,1,1,
Just Dance 2: Extra Songs,just-dance-2-extra-songs,00/00/2011,,,,
Puzzle Challenge: Crosswords and More,puzzle-challenge-crosswords-and-more,08/06/2006,ESRB-E,1,1,
Mahjongg Mysteries: Ancient Egypt,mahjongg-mysteries-ancient-egypt,00/00/2010,,,,
Backyard Hockey,backyard-hockey,08/11/2003,,,,
Yoga: The first 100% Experience,yoga-the-first-100-experience,00/00/2009,,,,
Playboy: The Mansion,playboy-the-mansion,24/01/2005,ESRB-M,1,0,
Life is Feudal: Forest Village,life-is-feudal-forest-village,25/05/2017,,1,0,
Tom Clancy's Splinter Cell: Essentials,tom-clancys-splinter-cell-essentials,05/04/2006,PEGI-12,1,0,
Agents of Mayhem,agents-of-mayhem,14/08/2017,PEGI-18,1,0,
Ore no Shikabane o Koete Yuke,ore-no-shikabane-o-koete-yuke,16/06/1999,,1,0,
Captain America: Super Soldier,captain-america-super-soldier,14/07/2011,ESRB-T,1,0,Captain America
Shaman King : Spirit of Shamans,shaman-king-spirit-of-shamans,05/06/2002,,1,1,Shaman King
The Fairly Odd Parents: Enter the Cleft,the-fairly-odd-parents-enter-the-cleft,00/00/2002,,,,
Shin Megami Tensei: Strange Journey Redux,shin-megami-tensei-strange-journey-redux,25/10/2017,PEGI-12,1,0,
MC Groovz Dance Craze,mc-groovz-dance-craze,21/12/2004,,,,
No More Heroes: Heroes' Paradise,no-more-heroes-heroes-paradise,14/04/2010,PEGI-18,1,0,
Tom and Jerry in House Trap,tom-and-jerry-in-house-trap,23/11/2000,ESRB-E,1,1,
Labyronia RPG 2,labyronia-rpg-2,27/08/2015,,1,0,
Chronicles of Mystery: Curse of the Ancient Temple,chronicles-of-mystery-curse-of-the-ancient-temple,26/11/2009,,,,
MotoGP 14,motogp-14,00/00/2014,,,,
Total War: Shogun 2 - Fall of the Samurai,total-war-shogun-2-fall-of-the-samurai,03/02/2012,ESRB-T,1,1,
DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,ds-kageyama-method-dennou-hanpuku-masu-x-masu-hyaku-masu-keisan,00/00/2006,,,,
Aikatsu! Cinderella Lesson,aikatsu-cinderella-lesson,00/00/2012,,,,
UFC: Tapout,ufc-tapout,16/02/2002,ESRB-T,1,1,UFC
Way of the Samurai 4,way-of-the-samurai-4,02/03/2011,ESRB-M,1,0,
Predator: Concrete Jungle,predator-concrete-jungle,14/04/2005,ESRB-M,1,0,
Big Mutha Truckers 2,big-mutha-truckers-2,23/06/2005,ESRB-M,1,0,
Sid Meier's Starships,sid-meiers-starships,11/03/2015,,1,1,
Mana Khemia 2: Fall of Alchemy,mana-khemia-2-fall-of-alchemy,28/05/2008,ESRB-T,1,0,
The Great Escape,the-great-escape,22/07/2003,ESRB-T,1,0,
Dead or Alive Paradise,dead-or-alive-paradise,29/03/2010,ESRB-M,1,0,
Dexter's Lab Chess Challenge,dexters-lab-chess-challenge,00/00/2002,,,,
Shutter Island,shutter-island,12/02/2010,,,,
Magazime Editor,magazime-editor,00/00/2009,,,,
ESA Foundation Compilation,esa-foundation-compilation,00/00/2005,,,,
NASCAR Unleashed,nascar-unleashed,31/10/2011,ESRB-E,1,1,NASCAR
The King of Fighters XI,the-king-of-fighters-xi,25/10/2005,ESRB-T,1,1,
Family Guy,family-guy,00/00/2006,,,,
Dragon Ball Z: Idainaru Dragon Ball Densetsu,dragon-ball-z-idainaru-dragon-ball-densetsu,00/00/1996,,,,
Pac-Man & Galaga Dimensions,pac-man-amp-galaga-dimensions,00/00/2011,,,,
Crab Dub,crab-dub,18/01/2017,,1,0,
NBA Ballers: Chosen One,nba-ballers-chosen-one,20/04/2008,PEGI-3,1,1,
Spectrobes: Origins,spectrobes-origins,17/08/2009,ESRB-E10,1,0,
Iron Chef America: Supreme Cuisine,iron-chef-america-supreme-cuisine,17/11/2008,ESRB-E,1,1,Iron Chef
Sniper Elite,sniper-elite,29/09/2005,ESRB-M,1,1,
Among the Sleep,among-the-sleep,28/05/2014,ESRB-T,1,0,
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,kouchuu-ouja-mushi-king-greatest-champion-e-no-michi-ds,00/00/2005,,,,
Parlor! Mini 4,parlor-mini-4,28/12/1996,,,,
BARRIER X,barrier-x,26/05/2016,,1,0,
Danganronpa 2: Goodbye Despair,danganronpa-2-goodbye-despair,25/07/2012,ESRB-M,1,0,
Petz Pony Beauty Pageant,petz-pony-beauty-pageant,00/00/2009,ESRB-E,,,
Steins;Gate,steinsgate,00/00/2011,,,,
Dinotopia: The Timestone Pirates,dinotopia-the-timestone-pirates,29/04/2002,ESRB-E,0,1,Dinotopia
Power Pro-Kun Pocket 12,power-pro-kun-pocket-12,00/00/2009,,,,
Rise of the Argonauts,rise-of-the-argonauts,15/12/2008,PEGI-16,1,0,
New Love Plus.,new-love-plus,00/00/2012,,,,
J-League Jikkyou Winning Eleven 3,j-league-jikkyou-winning-eleven-3,00/00/1997,,,,
Are You Smarter Than A 5th Grader Back To School,are-you-smarter-than-a-5th-grader-back-to-school,01/11/2010,ESRB-E,,,
We Wish You a Merry Christmas,we-wish-you-a-merry-christmas,05/11/2009,ESRB-E,1,1,
Jissen Pachi-Slot Hisshouhou!,jissen-pachi-slot-hisshouhou,25/12/1993,,,,
Death Coming,death-coming,05/11/2017,,1,0,
Pet Zombies,pet-zombies,17/10/2011,ESRB-T,,,
NCAA Final Four 2003,ncaa-final-four-2003,00/00/2002,,,,
Quantum Theory,quantum-theory,23/09/2010,PEGI-16,1,1,
Dream Salon,dream-salon,26/11/2009,ESRB-E,,,
Shoppe Keep,shoppe-keep,19/05/2016,ESRB-T,1,0,
La-Mulana,la-mulana,26/05/2005,,1,0,
Agarest: Generations of War,agarest-generations-of-war,02/10/2013,ESRB-T,1,0,
The Great Ace Attorney: The Adventures of Ryuunosuke Naruhodou,the-great-ace-attorney-the-adventures-of-ryuunosuke-naruhodou,08/07/2015,,1,0,
101-in-1 Explosive Megamix,101-in-1-explosive-megamix,21/09/2011,PEGI-3,,,
J-League Excite Stage '96,j-league-excite-stage-96,00/00/1996,,,,
Electronic Super Joy,electronic-super-joy,22/08/2013,ESRB-M,1,0,
The Smurfs 2,the-smurfs-2,17/07/2013,PEGI-7,1,1,The Smurfs
Nobunaga no Yabou: Souzou,nobunaga-no-yabou-souzou,00/00/2013,,,,
Sword of the Stars: The Pit,sword-of-the-stars-the-pit,21/02/2013,ESRB-T,1,0,
Shiren the Wanderer,shiren-the-wanderer,04/06/2008,ESRB-T,1,0,
Breath of Fire: Dragon Quarter,breath-of-fire-dragon-quarter,13/11/2002,ESRB-T,1,0,
Spore Hero Arena,spore-hero-arena,05/10/2009,,,,
Jikkyou J-League Perfect Striker,jikkyou-j-league-perfect-striker,00/00/1996,,,,
Super Robot Taisen: Scramble Commander,super-robot-taisen-scramble-commander,00/00/2003,,,,
Re-Volt,re-volt,30/07/1999,ESRB-E,1,1,
Primal Carnage: Extinction,primal-carnage-extinction,04/03/2015,ESRB-T,1,1,
Space Invaders Extreme 2,space-invaders-extreme-2,25/03/2009,ESRB-E,1,1,
Descent,descent,30/12/1994,ESRB-T,1,1,
Closure,closure,26/03/2012,ESRB-E,1,0,
Rabiez: Epidemic,rabiez-epidemic,03/03/2016,,1,0,
Conflict: Denied Ops,conflict-denied-ops,07/02/2008,ESRB-M,1,1,
SpongeBob SquigglePants 3D,spongebob-squigglepants-3d,16/05/2011,,,,
Taiko no Tatsujin: Wii U Version,taiko-no-tatsujin-wii-u-version,00/00/2013,,,,
Bless Online,bless-online,22/10/2018,,1,1,
Disney's Magical Mirror Starring Mickey Mouse,disneys-magical-mirror-starring-mickey-mouse,00/00/2002,,,,
Super Star,super-star,10/08/2016,,1,0,
Barbie Fashion Show: An Eye for Style,barbie-fashion-show-an-eye-for-style,00/00/2008,,,,
IHRA Professional Drag Racing 2005,ihra-professional-drag-racing-2005,00/00/2004,ESRB-E,,,
SpongeBob's Surf & Skate Roadtrip,spongebobs-surf-amp-skate-roadtrip,00/00/2011,,,,
Mace Griffin: Bounty Hunter,mace-griffin-bounty-hunter,19/06/2003,ESRB-M,1,0,
The Spiderwick Chronicles,the-spiderwick-chronicles,04/02/2008,ESRB-E10,1,1,The Spiderwick Chronicles
Jalopy,jalopy,27/03/2018,,1,0,
Trivial Pursuit: Unhinged,trivial-pursuit-unhinged,23/03/2004,ESRB-T,1,1,Trivial Pursuit
Tales of the World: Narikiri Dungeon 2,tales-of-the-world-narikiri-dungeon-2,24/11/2002,,,,
Aliens Versus Predator: Extinction,aliens-versus-predator-extinction,29/07/2003,ESRB-T,1,1,
Silent Scope 2: Dark Silhouette,silent-scope-2-dark-silhouette,30/12/2000,,1,1,
International Cricket 2010,international-cricket-2010,17/06/2010,PEGI-3,,,
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,jikkyou-powerful-pro-yakyuu-96-kaimakuban,00/00/1996,,,,
Mars: War Logs,mars-war-logs,25/04/2013,ESRB-M,1,1,
NHL Hitz Pro,nhl-hitz-pro,24/09/2003,ESRB-E,1,1,NHL
Tokimeki Memorial Girl's Side 3rd Story,tokimeki-memorial-girls-side-3rd-story,23/07/2010,,1,0,
I Spy Castle,i-spy-castle,24/10/2011,ESRB-E,,,
Allied General,allied-general,30/01/1996,,1,1,
Fire ProWrestling G,fire-prowrestling-g,00/00/1999,,,,
Kamen Rider Battride War,kamen-rider-battride-war,00/00/2013,,,,
Naruto: Ninja Destiny,naruto-ninja-destiny,13/12/2006,ESRB-T,1,1,
Elite: Dangerous,elite-dangerous,15/12/2014,PEGI-7,1,1,
Namco Museum Megamix,namco-museum-megamix,15/11/2010,ESRB-E,1,1,
Stronghold 3,stronghold-3,24/10/2011,ESRB-T,1,1,
Schlag den Raab,schlag-den-raab,09/09/2010,,1,1,
SingStar: Ultimate Party,singstar-ultimate-party,23/10/2014,ESRB-T,1,1,
NeverEnd,neverend,15/02/2017,,1,0,
Gungriffon,gungriffon,18/07/1996,ESRB-T,,,
Kuma-Tomo,kuma-tomo,00/00/2013,,,,
SingStar Pop Vol.2,singstar-pop-vol2,00/00/2008,,,,
SNK Arcade Classics Vol. 1,snk-arcade-classics-vol-1,28/04/2008,ESRB-T,1,1,
Darkstalkers 3,darkstalkers-3,30/12/1997,ESRB-T,1,1,
Phantasy Star Nova,phantasy-star-nova,26/12/2014,,1,1,
Chaotic: Shadow Warriors,chaotic-shadow-warriors,16/11/2009,ESRB-E10,,,
Frequency,frequency,21/11/2001,ESRB-E,1,1,
Inazuma Eleven Strikers 2012 Xtreme,inazuma-eleven-strikers-2012-xtreme,21/12/2011,,1,1,
Project X Zone 2,project-x-zone-2,11/11/2015,ESRB-T,1,0,
NBA Live 19,nba-live-19,06/09/2018,ESRB-E,,,
Arc Rise Fantasia,arc-rise-fantasia,03/06/2009,ESRB-T,1,0,
Heavy Fire: Afghanistan,heavy-fire-afghanistan,10/11/2011,,1,1,
Jampack: Summer 2003 (RP-T),jampack-summer-2003-rp-t,00/00/2003,,,,
Arcade Shooting Gallery,arcade-shooting-gallery,09/11/2009,,,,
Mystery Tales of Time Travel,mystery-tales-of-time-travel,00/00/2010,,,,
Dengeki Bunko: Fighting Climax,dengeki-bunko-fighting-climax,17/03/2014,ESRB-T,1,1,
Frogger's Adventures 2: The Lost Wand,froggers-adventures-2-the-lost-wand,04/12/2002,,,,
Sudeki,sudeki,19/07/2004,ESRB-M,1,0,
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu"," boku to himitsu no chizu""",00/00/2009,,,,
AeroFighters Assault,aerofighters-assault,29/10/1997,,1,0,
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),chou-kuukan-night-pro-yakyuu-king-weekly-jp-sales,00/00/1996,,,,
Hexen,hexen,00/00/1997,,,,
Kamaitachi no Yoru 3,kamaitachi-no-yoru3,00/00/2006,,,,
Mace: The Dark Age,mace-the-dark-age,30/09/1997,ESRB-M,1,1,
Puyo Puyo 7,puyo-puyo-7,29/07/2009,,1,1,
Puyo Puyo Sun 64,puyo-puyo-sun-64,00/00/1997,,,,
Quake,quake,21/06/1996,ESRB-M,1,1,
Hard Room,hard-room,20/01/2016,,1,0,
Tottadoo! Yoiko no Mujintou Seikatsu,tottadoo-yoiko-no-mujintou-seikatsu,00/00/2008,,,,
Air Conflicts: Secret Wars,air-conflicts-secret-wars,07/07/2011,ESRB-T,1,1,
Kenka Banchou 4: Ichinen Sensou,kenka-banchou-4-ichinen-sensou,00/00/2010,,,,
Transformers: Prime,transformers-prime,29/10/2012,ESRB-E10,1,1,
Warhammer: Shadow of the Horned Rat,warhammer-shadow-of-the-horned-rat,00/00/1996,,,,
"Bye-Bye, Wacky Planet"," wacky planet""",00/00/2009,,,,
FaceBreaker,facebreaker,02/09/2008,ESRB-T,1,1,
ESPN International Track & Field,espn-international-track-amp-field,00/00/2000,,,,
Toukiden: Kiwami,toukiden-kiwami,27/08/2014,PEGI-12,1,1,
Infested Planet,infested-planet,05/03/2014,,1,0,
Lunar Legend,lunar-legend,11/04/2002,ESRB-E,1,0,
Conflict: Global Terror,conflict-global-terror,29/09/2005,ESRB-M,1,1,
Death Jr.,death-jr,15/05/2005,ESRB-T,1,0,
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,hisshou-pachinkopachi-slot-kouryaku-series-vol-5-cr-shinseiki-evangelion-pachi-slot-shinseiki-evangelion,00/00/2006,,,,
Gungrave,gungrave,17/07/2002,ESRB-M,1,0,
TransWorld Surf,transworld-surf,13/11/2001,ESRB-T,1,1,
Tenchu: Fatal Shadows,tenchu-fatal-shadows,21/07/2004,,1,0,
Magical ZhuZhu Princess: Carriages & Castles,magical-zhuzhu-princess-carriages-amp-castles,00/00/2011,,,,
Wishmaster,wishmaster,20/01/2016,,1,0,
Jurassic: The Hunted,jurassic-the-hunted,02/11/2009,ESRB-T,1,0,
Reel Fishing Paradise 3D,reel-fishing-paradise-3d,27/06/2011,ESRB-E,1,0,
Fairy Fencer F,fairy-fencer-f,09/10/2013,ESRB-T,1,0,
Fantasia: Music Evolved,fantasia-music-evolved,00/00/2014,,,,
International Soccer,international-soccer,30/12/1983,,1,1,
Armored Core: For Answer,armored-core-for-answer,18/03/2008,ESRB-T,1,1,
Princess Maker: Yumemiru Yosei,princess-maker-yumemiru-yosei,00/00/1997,,,,
Squeeballs Party,squeeballs-party,11/11/2009,,,,
Big Air,big-air,27/03/1999,,,,
Farmtopia,farmtopia,00/00/2010,ESRB-E,,,
Shining Force II,shining-force-ii,30/09/1993,ESRB-E,1,0,
Gallop Racer,gallop-racer,16/04/1999,ESRB-E,,,
The Dark Eye: Chains of Satinav,the-dark-eye-chains-of-satinav,21/06/2012,PEGI-16,1,0,The Dark Eye
Sudoku Gridmaster (JP sales),sudoku-gridmaster-jp-sales,00/00/2006,,,,
College Slam,college-slam,30/01/1996,,1,1,
Creed: Rise to Glory,creed-rise-to-glory,24/09/2018,,1,1,
God Eater 3,god-eater-3,12/12/2018,ESRB-T,1,1,
Pro Yakyuu Spirits 4,pro-yakyuu-spirits-4,00/00/2007,,,,
Risen,risen,01/10/2009,PEGI-16,1,0,
Tamagotchi: Party On!,tamagotchi-party-on,01/12/2006,ESRB-E,1,1,Tamagotchi
Beyblade: Metal Fusion - Battle Fortress,beyblade-metal-fusion-battle-fortress,18/11/2009,ESRB-E,1,1,
A Hat in Time,a-hat-in-time,04/10/2017,PEGI-7,1,1,
Daigasso! Band Brothers,daigasso-band-brothers,01/12/2004,,1,1,
Family Feud: 2012 Edition,family-feud-2012-edition,17/10/2011,ESRB-E10,,,
Rise of The Kasai,rise-of-the-kasai,04/04/2005,ESRB-M,1,0,
Thoroughbred Breeder,thoroughbred-breeder,26/08/1993,,,,
Momotarou Dentetsu WORLD,momotarou-dentetsu-world,00/00/2010,,,,
Nostalgia,nostalgia,26/10/2009,,,,
BitMaster,bitmaster,11/10/2016,,1,0,
Rango: The Video Game,rango-the-video-game,00/00/2011,,,,
"Ni Hao, Kai-lan: Super Game Day"," kai-lan super game day""",00/00/2009,,,,
Chibi-Robo!: Park Patrol,chibi-robo-park-patrol,04/07/2007,,1,0,
Tokyo Xanadu,tokyo-xanadu,29/09/2015,ESRB-T,1,0,
One Piece: Unlimited Adventure,one-piece-unlimited-adventure,25/04/2007,ESRB-T,1,1,One Piece
